;name;album;artist;release_date;length;popularity;danceability;acousticness;danceability;energy;instrumentalness;liveness;loudness;speechiness;tempo;time_signature;mode;valence;key
3059;Carolina;Harry Styles;Harry Styles;2017-05-12;189613;71;0.624;0.000569;0.624;0.673;1.54e-06;0.104;-4.017;0.0268;121.986;4;0;0.458;4
3060;Lift Yourself;Lift Yourself;Kanye West;2018-04-29;147904;58;0.877;0.0108;0.877;0.435;1.88e-06;0.115;-8.131;0.136;98.008;4;1;0.589;0
3061;Bad Things (with Camila Cabello);bloom;Machine Gun Kelly;2017-05-12;239293;73;0.697;0.214;0.697;0.691;0.0;0.185;-4.757;0.146;137.853;4;1;0.305;2
3062;Strangers;hopeless fountain kingdom (Deluxe);Halsey;2017-06-02;221205;63;0.69;0.01;0.69;0.784;4.08e-05;0.22;-4.724;0.056;109.969;4;1;0.284;11
3063;What Other People Say;What Other People Say;Sam Fischer;2021-02-04;194890;81;0.652;0.158;0.652;0.472;0.0;0.121;-8.084;0.0399;126.904;4;1;0.24;7
3064;YAYA;YAYA;6ix9ine;2020-07-03;149857;62;0.672;0.00289;0.672;0.733;0.0;0.199;-5.377;0.0566;105.043;4;1;0.354;11
3065;Live From The Gutter;What A Time To Be Alive;Drake;2015-09-20;211642;57;0.824;0.0369;0.824;0.49;1.24e-06;0.0807;-8.391;0.429;165.948;4;1;0.307;7
3066;Take on Me;Hunting High and Low;a-ha;1985-06-01;225280;84;0.573;0.018;0.573;0.902;0.00125;0.0928;-7.638;0.054;84.412;4;0;0.876;6
3067;Deja vu;FIVE (Deluxe Edition);Prince Royce;2017-02-24;196480;68;0.732;0.39;0.732;0.801;0.0;0.31;-3.859;0.0327;123.981;4;1;0.824;9
3068;Losers;Beauty Behind The Madness;The Weeknd;2015-08-28;281146;0;0.663;0.0354;0.663;0.491;0.000366;0.57;-9.85;0.0537;90.99;4;0;0.329;0
3069;I Can See;Circles;Mac Miller;2020-01-17;220853;61;0.699;0.391;0.699;0.503;0.0126;0.0996;-9.922;0.0882;114.86;4;0;0.0546;5
3070;Say It First;The Thrill Of It All (Special Edition);Sam Smith;2017-11-03;247554;57;0.566;0.766;0.566;0.407;0.000185;0.111;-10.293;0.0914;119.781;4;1;0.156;0
3071;Repeat After Me (Interlude);After Hours;The Weeknd;2020-03-20;195813;65;0.555;0.0323;0.555;0.619;0.000224;0.0917;-7.918;0.0314;95.032;4;1;0.141;0
3072;Love You Different (feat. BEAM);Justice;Justin Bieber;2021-03-19;186695;74;0.759;0.0652;0.759;0.584;1.59e-06;0.16;-6.655;0.06;127.138;4;1;0.374;8
3073;I Think I'm In Love;My Garden;Kat Dahlia;2015-01-09;202666;73;0.632;0.137;0.632;0.638;0.0;0.125;-6.731;0.0505;121.868;3;1;0.574;7
3074;Louder than bombs;MAP OF THE SOUL : 7;BTS;2020-02-21;217404;71;0.643;0.0433;0.643;0.667;0.0;0.0904;-6.993;0.152;145.999;4;0;0.485;0
3075;Basta Você Me Ligar - Ao Vivo;DVD Novo dos Barões da Pisadinha Ao Vivo;Os Barões Da Pisadinha;2020-10-15;182976;71;0.599;0.5;0.599;0.914;0.0;0.694;-2.415;0.0629;168.008;4;0;0.831;5
3076;Words;Sit Still, Look Pretty;Daya;2016-10-07;212923;41;0.751;0.179;0.751;0.777;0.0;0.0787;-4.888;0.0594;125.02;4;1;0.56;7
3077;"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""";Origins (Deluxe);Imagine Dragons;2018-11-09;210933;70;0.634;0.000479;0.634;0.662;0.00142;0.111;-7.543;0.0325;90.011;4;1;0.244;6
3078;UGH!;MAP OF THE SOUL : 7;BTS;2020-02-21;225012;71;0.72;0.0394;0.72;0.824;0.0;0.0509;-5.086;0.128;165.998;4;0;0.333;10
3079;Now & Forever;If You're Reading This It's Too Late;Drake;2015-02-12;281320;0;0.506;0.114;0.506;0.488;0.0;0.101;-7.48;0.0338;107.905;4;1;0.0837;1
3080;Bigger Than Life;Eternal Atake;Lil Uzi Vert;2020-03-06;192705;64;0.776;0.325;0.776;0.752;0.0;0.33;-4.711;0.193;140.013;4;0;0.716;8
3081;What Makes You Beautiful;Up All Night;One Direction;2012-05-25;199986;83;0.726;0.009;0.726;0.787;0.0;0.0596;-2.494;0.0737;124.99;4;1;0.888;4
3082;I Got U;I Got U;Duke Dumont;2014-01-01;285596;0;0.653;0.00364;0.653;0.756;0.00651;0.089;-7.794;0.0366;120.82;4;1;0.42;0
3083;Patek Water (feat. Offset);SUPER SLIMEY;Future;2017-10-20;189480;58;0.86;0.274;0.86;0.561;0.0;0.108;-5.757;0.185;152.984;4;0;0.354;6
3084;Supergirl - Radio Edit;Supergirl - EP;Anna Naklab;2015-04-24;212666;31;0.618;0.0865;0.618;0.736;0.00121;0.0835;-6.21;0.0351;122.032;4;0;0.343;10
3085;Insomnia;Insomnia;Daya;2019-03-08;179745;67;0.754;0.0944;0.754;0.653;0.0;0.383;-5.095;0.0611;123.084;4;1;0.379;7
3086;Supplies;Supplies;Justin Timberlake;2018-01-18;225600;40;0.793;0.00695;0.793;0.554;0.0;0.127;-6.624;0.0451;119.993;4;0;0.225;11
3087;Growing Pains;Growing Pains;Alessia Cara;2018-06-15;193680;50;0.353;0.0822;0.353;0.755;0.0;0.39;-6.276;0.733;191.153;4;0;0.437;1
3088;Anpanman;Love Yourself 轉 'Tear';BTS;2018-05-18;232966;68;0.813;0.0237;0.813;0.875;0.0;0.288;-2.92;0.0918;99.004;4;0;0.756;1
3089;La Cintura (feat. Flo Rida & TINI) - Remix;La Cintura (Remix);Alvaro Soler;2018-07-26;177793;0;0.681;0.0351;0.681;0.84;0.0;0.398;-4.295;0.128;100.056;4;0;0.722;6
3090;Old Town Road (feat. RM of BTS) - Seoul Town Road Remix;Old Town Road (feat. RM of BTS) [Seoul Town Road Remix];Lil Nas X;2019-07-24;114133;68;0.89;0.0706;0.89;0.513;0.0;0.102;-5.996;0.154;136.02;4;1;0.61;1
3091;Time Flies;Dark Lane Demo Tapes;Drake;2020-05-01;192931;72;0.864;0.201;0.864;0.477;0.0;0.182;-5.786;0.224;86.46;4;1;0.5;10
3092;White Christmas;Bing Crosby Rediscovered: The Soundtrack (American Masters);Bing Crosby;2014-11-21;179293;0;0.347;0.903;0.347;0.172;0.0024;0.37;-15.435;0.0328;97.759;4;1;0.199;9
3093;Golden (feat. Sia);Golden (feat. Sia);Travie McCoy;2015-06-15;215142;50;0.602;0.0142;0.602;0.739;0.0;0.371;-5.655;0.0601;82.008;4;1;0.422;9
3094;Venetia;Eternal Atake;Lil Uzi Vert;2020-03-06;188800;65;0.775;0.162;0.775;0.757;0.0;0.148;-4.139;0.175;142.933;4;1;0.562;9
3095;My Nigga;My Nigga;YG;2013-01-01;236093;0;0.665;0.0756;0.665;0.475;0.0;0.176;-6.58;0.224;171.255;4;0;0.785;10
3096;Eiskalt;KING LORI;Loredana;2019-09-13;151557;52;0.786;0.0271;0.786;0.606;6.6e-05;0.106;-6.001;0.125;180.03;4;1;0.681;7
3097;She;Fine Line;Harry Styles;2019-12-13;362653;77;0.535;0.000532;0.535;0.521;0.371;0.19;-5.942;0.0272;140.026;3;1;0.457;0
3098;Für Euch alle (feat. Samra & Capital Bra);Für Euch alle (feat. Samra & Capital Bra);Bushido;2018-07-06;258399;32;0.735;0.062;0.735;0.586;2.39e-06;0.0873;-6.455;0.499;159.908;4;0;0.359;11
3099;Jangueo;Emmanuel;Anuel AA;2020-05-29;231745;68;0.863;0.396;0.863;0.728;9.14e-06;0.0902;-2.954;0.0586;93.035;4;1;0.649;7
3100;Give No Fxk;Give No Fxk;Migos;2020-02-14;224243;61;0.904;0.0303;0.904;0.627;5.68e-06;0.0923;-5.608;0.222;145.976;4;1;0.236;1
3101;Desires (with Future);Dark Lane Demo Tapes;Drake;2020-05-01;237945;66;0.812;0.281;0.812;0.506;0.0;0.325;-7.706;0.116;145.074;4;0;0.554;5
3102;444+222;Luv Is Rage 2;Lil Uzi Vert;2017-08-25;247347;61;0.791;0.0235;0.791;0.513;2.83e-05;0.101;-6.568;0.269;76.997;4;0;0.481;10
3103;Cupido (feat. Quavo);Rockstar;Sfera Ebbasta;2018-01-19;210106;56;0.803;0.0622;0.803;0.695;0.0;0.105;-5.164;0.0413;119.978;4;0;0.458;4
3104;X;Luv Is Rage 2;Lil Uzi Vert;2017-08-25;173797;58;0.623;0.0043;0.623;0.58;0.0;0.394;-7.076;0.332;163.159;4;1;0.301;8
3105;Up;NAV;NAV;2017-02-24;199520;61;0.66;0.0338;0.66;0.491;0.0;0.101;-6.645;0.101;154.132;4;0;0.376;8
3106;Anxiety (with Selena Gomez);Inner Monologue Part 1;Julia Michaels;2019-01-24;210146;63;0.803;0.573;0.803;0.384;0.0;0.194;-6.522;0.179;141.926;4;1;0.503;7
3107;One Man Can Change The World;Dark Sky Paradise;Big Sean;2015-02-24;254626;59;0.67;0.777;0.67;0.58;0.0;0.11;-6.586;0.144;157.997;4;0;0.309;8
3108;Shameless;Beauty Behind The Madness;The Weeknd;2015-08-28;253506;0;0.602;0.121;0.602;0.559;0.0;0.107;-8.277;0.0276;100.021;4;1;0.252;6
3109;Veneno;Solo;Anitta;2018-11-09;158004;61;0.792;0.046;0.792;0.768;3.39e-06;0.067;-5.074;0.107;89.917;4;0;0.295;4
3110;A BOY IS A GUN*;IGOR;Tyler, The Creator;2019-05-17;210253;69;0.417;0.575;0.417;0.689;0.0;0.496;-8.302;0.178;79.568;4;0;0.505;2
3111;what are you so afraid of;SKINS;XXXTENTACION;2018-12-07;150769;65;0.639;0.774;0.639;0.312;0.469;0.0857;-9.902;0.0301;103.369;4;1;0.347;0
3112;Have Yourself a Merry Little Christmas;Christmas (Deluxe Special Edition);Michael Bublé;2012-11-09;230306;38;0.275;0.602;0.275;0.276;0.00167;0.121;-11.395;0.0321;68.764;3;1;0.195;9
3113;You Better Move;Eternal Atake;Lil Uzi Vert;2020-03-06;196638;61;0.842;0.159;0.842;0.556;0.0;0.204;-6.793;0.442;118.836;4;1;0.306;8
3114;Come Around Me;Changes;Justin Bieber;2020-02-14;200773;69;0.648;0.263;0.648;0.681;0.00783;0.0971;-8.389;0.0378;157.941;4;0;0.767;2
3115;Move Your Body - Alan Walker Remix;This Is Acting (Deluxe Version);Sia;2016-10-21;217906;67;0.636;0.0834;0.636;0.789;0.000896;0.391;-4.905;0.0892;128.028;4;0;0.4;10
3116;Hand Me Downs;Circles;Mac Miller;2020-01-17;298440;65;0.677;0.474;0.677;0.33;0.000871;0.064;-11.198;0.149;68.985;4;1;0.336;2
3117;To Be So Lonely;Fine Line;Harry Styles;2019-12-13;192080;73;0.758;0.618;0.758;0.436;1.61e-05;0.335;-7.269;0.0418;104.959;4;1;0.605;0
3118;No Regrets (feat. Don Toliver);Music To Be Murdered By;Eminem;2020-01-17;200946;64;0.756;0.0048;0.756;0.747;0.00536;0.588;-5.407;0.046;134.935;4;1;0.0687;9
3119;Parado no Bailão;Parado no Bailão;MC L da Vinte;2018-07-23;171692;73;0.828;0.381;0.828;0.599;0.0;0.0775;-1.624;0.149;86.533;5;1;0.478;11
3120;Bebe (feat. Anuel AA);Bebe (feat. Anuel AA);Ozuna;2017-06-21;231601;0;0.739;0.551;0.739;0.688;0.00118;0.101;-10.246;0.157;169.829;4;1;0.582;9
3121;Train food;SKINS;XXXTENTACION;2018-12-07;164082;56;0.492;0.564;0.492;0.712;9.1e-05;0.357;-7.278;0.691;137.453;3;0;0.23;9
3122;"SPIRIT - From Disney's ""The Lion King""";The Lion King: The Gift;Beyoncé;2019-07-19;277030;59;0.238;0.00956;0.238;0.435;0.0;0.0981;-8.096;0.0497;78.797;4;1;0.0447;5
3123;Complicated;Circles;Mac Miller;2020-01-17;232211;63;0.831;0.136;0.831;0.36;0.00217;0.0703;-8.073;0.052;75.014;4;1;0.601;0
3124;Stuck On a Feeling;Stuck On a Feeling;Prince Royce;2014-11-24;210343;0;0.816;0.00391;0.816;0.415;0.0;0.139;-6.307;0.0559;100.022;4;1;0.304;1
3125;Ride Out;Furious 7: Original Motion Picture Soundtrack;Various Artists;2015-03-17;211908;61;0.696;0.0469;0.696;0.801;0.0;0.502;-5.641;0.0952;93.003;4;0;0.536;5
3126;One Minute (feat. Kanye West & Travis Barker);SKINS;XXXTENTACION;2018-12-07;197758;58;0.568;0.00671;0.568;0.636;0.0;0.105;-4.265;0.204;113.497;5;1;0.879;11
3127;love language;Positions;Ariana Grande;2020-10-30;179860;65;0.688;0.0686;0.688;0.573;0.0;0.0749;-5.03;0.208;110.034;4;0;0.553;10
3128;west side;Positions;Ariana Grande;2020-10-30;132278;64;0.688;0.186;0.688;0.455;0.0;0.0794;-8.632;0.199;87.865;4;0;0.557;11
3129;Deja Que Te Bese;Deja Que Te Bese;Alejandro Sanz;2016-07-15;244353;0;0.703;0.146;0.703;0.915;0.0;0.11;-2.893;0.0586;104.876;4;1;0.54;1
3130;Oye;Oye;TINI;2019-10-11;173021;67;0.683;0.447;0.683;0.51;0.0;0.175;-7.894;0.0646;95.08;4;0;0.255;7
3131;Bad Company (feat. BlocBoy JB);Bad Company (feat. BlocBoy JB);A$AP Rocky;2018-03-28;183809;59;0.901;0.0679;0.901;0.529;0.0;0.536;-7.94;0.413;144.941;4;1;0.343;8
3132;00:00 (Zero O’Clock);MAP OF THE SOUL : 7;BTS;2020-02-21;250295;72;0.566;0.0802;0.566;0.548;0.0;0.11;-6.456;0.0579;157.999;4;1;0.196;1
3133;Soon You’ll Get Better (feat. The Chicks);Lover;Taylor Swift;2019-08-23;201586;65;0.433;0.907;0.433;0.182;0.0;0.123;-12.566;0.0641;207.476;4;1;0.421;0
3134;Can't Stop Dancin';Can't Stop Dancin';Becky G;2014-11-04;198852;62;0.645;0.00545;0.645;0.669;0.00138;0.0997;-7.946;0.0638;100.052;4;0;0.568;0
3135;Kiss Me;Kiss Me;Olly Murs;2015-10-09;198093;0;0.753;0.0169;0.753;0.83;0.0;0.0718;-4.96;0.0658;99.978;4;0;0.278;9
3136;Pure Cocaine;Street Gossip;Lil Baby;2018-11-30;154023;71;0.964;0.00127;0.964;0.487;6.57e-06;0.115;-6.071;0.421;127.05;4;0;0.107;10
3137;Jesus Is Lord;JESUS IS KING;Kanye West;2019-10-25;49292;54;0.243;0.828;0.243;0.26;4.03e-05;0.532;-5.876;0.0305;76.61;3;0;0.327;4
3138;Lock It Up (feat. Anderson .Paak);Music To Be Murdered By;Eminem;2020-01-17;170226;66;0.848;0.0949;0.848;0.745;0.0;0.0796;-3.052;0.221;137.024;4;0;0.516;6
3139;Real Shit (with benny blanco);Real Shit (with benny blanco);Juice WRLD;2020-12-02;183782;74;0.703;0.605;0.703;0.703;0.0;0.12;-4.672;0.133;76.017;4;1;0.697;1
3140;Not You Too (feat. Chris Brown);Dark Lane Demo Tapes;Drake;2020-05-01;269680;66;0.458;0.342;0.458;0.452;1.94e-05;0.0703;-9.299;0.047;86.318;4;0;0.316;9
3141;Narcos;Emmanuel;Anuel AA;2020-05-29;259250;70;0.614;0.347;0.614;0.746;1.43e-05;0.0874;-3.527;0.196;168.072;4;0;0.601;10
3142;Free Woman;Chromatica;Lady Gaga;2020-05-29;191466;66;0.731;0.0228;0.731;0.927;7.15e-05;0.187;-3.634;0.0781;119.006;4;1;0.478;0
3143;Por Eso Vine;Homerun;Paulo Londra;2019-05-23;178534;72;0.76;0.233;0.76;0.646;0.0;0.0905;-5.048;0.433;188.009;4;0;0.625;8
3144;Marsh;Music To Be Murdered By;Eminem;2020-01-17;200573;63;0.871;0.0134;0.871;0.493;0.000241;0.385;-6.356;0.205;144.989;4;1;0.0495;1
3145;In My Room;In My Room;Frank Ocean;2019-11-02;133680;77;0.861;0.594;0.861;0.647;0.661;0.114;-7.425;0.0675;158.037;4;1;0.67;7
3146;Walking The Wire;Evolve;Imagine Dragons;2017-06-23;232906;0;0.539;0.0168;0.539;0.768;1.43e-06;0.0939;-5.344;0.0336;99.961;4;1;0.12;4
3147;Temporary Fix;Made In The A.M. (Deluxe Edition);One Direction;2015-11-13;175013;69;0.556;9.17e-05;0.556;0.902;0.0;0.0888;-5.143;0.0449;145.914;4;1;0.96;4
3148;Faithful;Views;Drake;2016-05-13;290133;33;0.537;0.112;0.537;0.449;1.51e-05;0.285;-10.494;0.102;100.007;4;1;0.169;1
3149;"Girls Talk Boys - From ""Ghostbusters"" Original Motion Picture Soundtrack";"Girls Talk Boys (From ""Ghostbusters"" Original Motion Picture Soundtrack)";5 Seconds of Summer;2016-07-15;216098;0;0.83;0.122;0.83;0.771;0.0;0.114;-3.343;0.0509;120.014;4;1;0.902;7
3150;Hurts 2B Human (feat. Khalid);Hurts 2B Human;P!nk;2019-04-25;202640;51;0.463;0.131;0.463;0.62;0.0;0.0619;-5.647;0.167;83.031;1;1;0.158;7
3151;Stepdad;Music To Be Murdered By;Eminem;2020-01-17;213413;62;0.779;0.018;0.779;0.805;0.0;0.321;-3.121;0.178;145.68;4;1;0.557;1
3152;Entertainer;Entertainer;ZAYN;2018-05-23;203510;0;0.706;0.501;0.706;0.569;2.59e-05;0.095;-7.979;0.0368;154.007;4;1;0.54;5
3153;Sunflower, Vol. 6;Fine Line;Harry Styles;2019-12-13;221826;75;0.566;0.000564;0.566;0.846;0.000795;0.121;-6.904;0.035;160.02;4;0;0.86;7
3154;Until I Bleed Out;After Hours;The Weeknd;2020-03-20;190173;65;0.245;0.423;0.245;0.394;2.9e-05;0.093;-9.887;0.0374;115.233;3;0;0.148;0
3155;Rich Nigga Shit (feat. Young Thug);SAVAGE MODE II;21 Savage;2020-10-02;190331;75;0.825;0.349;0.825;0.733;0.0;0.112;-5.625;0.0969;97.974;4;0;0.62;1
3156;Habitual;Changes;Justin Bieber;2020-02-14;168200;65;0.764;0.52;0.764;0.443;1.96e-05;0.0749;-6.625;0.0439;138.999;4;1;0.63;4
3157;Waste A Moment;WALLS;Kings of Leon;2016-10-14;183093;67;0.436;0.000861;0.436;0.85;0.74;0.128;-4.86;0.0617;152.644;4;1;0.537;2
3158;BeFoUr;Mind Of Mine (Deluxe Edition);ZAYN;2016-03-25;208920;59;0.679;0.242;0.679;0.629;0.012;0.122;-7.981;0.0318;102.005;4;0;0.186;4
3159;Saturnz Barz (feat. Popcaan);Saturnz Barz (feat. Popcaan);Gorillaz;2017-03-23;181906;46;0.383;0.0272;0.383;0.621;0.0;0.427;-5.878;0.113;80.051;4;0;0.213;6
3160;Bloody Waters (with Anderson .Paak & James Blake);Black Panther The Album Music From And Inspired By;Kendrick Lamar;2018-02-09;272306;59;0.507;0.185;0.507;0.606;0.0;0.174;-8.758;0.452;180.607;4;1;0.202;8
3161;WHAT'S GOOD;IGOR;Tyler, The Creator;2019-05-17;205626;63;0.458;0.0567;0.458;0.909;4.26e-06;0.11;-6.553;0.487;118.227;4;1;0.449;1
3162;BONNIE & CLYDE;BONNIE & CLYDE;Loredana;2018-09-14;175906;57;0.792;0.11;0.792;0.62;1.61e-05;0.085;-4.832;0.266;169.985;4;0;0.637;8
3163;Intro;KOD;J. Cole;2018-04-19;107162;21;0.512;0.811;0.512;0.28;7.48e-05;0.087;-16.708;0.0441;111.446;3;0;0.545;8
3164;Bean (Kobe) [feat. Chief Keef];Eternal Atake (Deluxe) - LUV vs. The World 2;Lil Uzi Vert;2020-03-13;238816;69;0.733;0.0129;0.733;0.567;0.0;0.382;-6.718;0.319;75.491;4;1;0.319;0
3165;2 On (feat. ScHoolboy Q);2 On (feat. ScHoolboy Q);Tinashe;2014-01-21;230186;37;0.757;0.114;0.757;0.587;0.0;0.0865;-7.597;0.112;100.996;4;1;0.436;9
3166;Prospect (ft. Lil Baby);I'm Gone;iann dior;2020-06-12;226313;70;0.816;0.203;0.816;0.579;0.0;0.127;-6.097;0.0867;120.078;4;1;0.43;1
3167;Sparks;Sparks;Hilary Duff;2015-04-07;185946;41;0.847;0.0416;0.847;0.882;0.000201;0.103;-4.536;0.0551;122.013;4;0;0.793;11
3168;Feedback;The Life Of Pablo;Kanye West;2016-04-01;147240;0;0.823;0.585;0.823;0.573;0.0;0.104;-6.035;0.488;100.162;4;1;0.176;1
3169;Aim For The Moon (feat. Quavo);Shoot For The Stars Aim For The Moon;Pop Smoke;2020-07-03;175756;69;0.713;0.497;0.713;0.605;3.46e-06;0.115;-7.487;0.107;142.025;4;1;0.432;11
3170;All Around Me;Changes;Justin Bieber;2020-02-14;136906;65;0.566;0.809;0.566;0.438;0.0;0.212;-7.564;0.0367;117.127;4;0;0.692;0
3171;Famous (feat. Reginae Carter);Tha Carter V;Lil Wayne;2018-09-28;242050;56;0.623;0.0302;0.623;0.568;0.0;0.25;-5.664;0.144;149.852;4;1;0.115;9
3172;Shotta Flow;Shotta Flow;NLE Choppa;2019-01-17;160013;65;0.888;0.0786;0.888;0.43;1.58e-06;0.132;-6.728;0.588;120.088;4;1;0.45;9
3173;Norman fucking Rockwell;Norman Fucking Rockwell!;Lana Del Rey;2019-08-30;248934;69;0.215;0.968;0.215;0.203;0.0585;0.0923;-12.65;0.0346;78.287;1;1;0.143;5
3174;Fire;KIDS SEE GHOSTS;KIDS SEE GHOSTS;2018-06-08;140526;60;0.709;0.472;0.709;0.751;4.71e-06;0.182;-3.801;0.16;104.999;4;1;0.37;6
3175;Put It All on Me (feat. Ella Mai);No.6 Collaborations Project;Ed Sheeran;2019-07-12;197093;62;0.627;0.256;0.627;0.594;0.0;0.373;-8.306;0.0479;101.007;4;1;0.388;7
3176;Lovefool;Lovefool;twocolors;2020-05-08;190487;81;0.677;0.0219;0.677;0.766;6.81e-06;0.129;-6.896;0.0568;123.062;4;1;0.198;6
3177;"Another Day Of Sun - From ""La La Land"" Soundtrack";La La Land (Original Motion Picture Soundtrack);Various Artists;2016-12-09;228173;0;0.584;0.018;0.584;0.752;3.73e-06;0.647;-6.689;0.058;125.797;4;1;0.791;8
3178;Somebody;Justice;Justin Bieber;2021-03-19;179414;74;0.551;0.000284;0.551;0.756;9.48e-05;0.118;-7.679;0.045;75.991;4;1;0.359;2
3179;Daechwita;D-2;Agust D;2020-05-22;225668;76;0.65;0.0229;0.65;0.827;0.0;0.121;-4.014;0.0599;144.995;4;1;0.223;8
3180;Another Day;Man On The Moon III: The Chosen;Kid Cudi;2020-12-11;199786;66;0.646;0.556;0.646;0.758;0.00316;0.335;-7.75;0.0708;172.995;4;0;0.0642;4
3181;Next To Me;Evolve;Imagine Dragons;2017-06-23;230288;0;0.385;0.328;0.385;0.687;0.000163;0.0443;-4.426;0.0592;113.669;4;1;0.351;2
3182;BRABA;BRABA;Luísa Sonza;2020-03-18;129782;68;0.811;0.181;0.811;0.689;2.55e-05;0.0784;-5.113;0.0615;144.015;4;0;0.663;0
3183;I Want to Write You a Song;Made In The A.M. (Deluxe Edition);One Direction;2015-11-13;179013;66;0.714;0.779;0.714;0.443;0.000109;0.144;-7.638;0.0256;106.038;4;1;0.463;5
3184;Tap (feat. Meek Mill);Bad Habits (Deluxe);NAV;2019-03-26;148278;68;0.901;0.0646;0.901;0.676;0.0;0.0863;-7.033;0.251;85.018;4;1;0.452;2
3185;Summer Bummer (feat. A$AP Rocky & Playboi Carti);Lust For Life;Lana Del Rey;2017-07-21;260672;64;0.76;0.0155;0.76;0.574;2.02e-05;0.199;-8.57;0.126;134.981;4;1;0.137;1
3186;Home With You;As She Pleases;Madison Beer;2018-02-02;190576;0;0.631;0.067;0.631;0.599;0.0;0.0952;-6.137;0.0878;170.122;4;0;0.727;7
3187;Feels (feat. Young Thug & J Hus);No.6 Collaborations Project;Ed Sheeran;2019-07-12;150786;56;0.665;0.112;0.665;0.68;0.0;0.096;-4.898;0.291;91.667;4;1;0.69;2
3188;Agora é Tudo Meu;Agora é Tudo Meu;DENNIS;2018-12-07;171998;62;0.848;0.7;0.848;0.933;2.81e-06;0.184;-3.306;0.106;139.998;4;0;0.506;5
3189;Friends;MAP OF THE SOUL : 7;BTS;2020-02-21;199338;73;0.55;0.0668;0.55;0.747;0.0;0.0536;-5.211;0.0407;79.98;4;1;0.648;1
3190;Christmas Without You;Christmas Without You;Ava Max;2020-10-15;169245;48;0.654;0.424;0.654;0.596;0.0;0.11;-4.68;0.0458;118.078;4;1;0.382;1
3191;You Can Cry;You Can Cry;Marshmello;2018-05-04;194533;56;0.491;0.0974;0.491;0.617;0.0;0.27;-4.545;0.147;126.816;5;0;0.17;4
3192;Views;Views;Drake;2016-05-13;311960;32;0.426;0.0657;0.426;0.852;0.0;0.262;-5.896;0.318;78.855;4;1;0.11;0
3193;Heart On Ice;PTSD;Rod Wave;2019-06-14;159669;75;0.733;0.0513;0.733;0.389;0.0;0.141;-8.468;0.0738;157.878;3;0;0.244;10
3194;Date La Vuelta;Date La Vuelta;Luis Fonsi;2019-04-24;219773;66;0.747;0.0487;0.747;0.825;0.0;0.107;-2.903;0.0566;94.006;4;1;0.866;6
3195;Star67;If You're Reading This It's Too Late;Drake;2015-02-12;294973;0;0.521;0.747;0.521;0.392;8.81e-06;0.198;-7.88;0.17;91.938;4;1;0.166;3
3196;Where Do Broken Hearts Go;FOUR (Deluxe);One Direction;2014-11-17;229040;69;0.565;0.0014;0.565;0.862;0.0;0.105;-3.715;0.0326;122.994;4;1;0.647;4
3197;Johnny G (The Guidetti Song) (feat. Frida Green);Johnny G (The Guidetti Song) (feat. Frida Green);Badpojken;2015-08-07;192304;51;0.655;0.0438;0.655;0.715;0.00512;0.281;-5.394;0.0307;127.978;4;0;0.289;3
3198;Kiwi;Harry Styles;Harry Styles;2017-05-12;176386;79;0.375;0.00064;0.375;0.93;0.0;0.318;-2.631;0.0561;147.124;4;1;0.491;2
3199;You Be Love (feat. Billy Raffoul);AVĪCI (01);Avicii;2017-08-09;207545;33;0.826;0.0351;0.826;0.466;0.0092;0.0833;-7.521;0.0425;124.95;4;0;0.548;4
3200;Freeee (Ghost Town Pt. 2);KIDS SEE GHOSTS;KIDS SEE GHOSTS;2018-06-08;206605;59;0.334;0.00457;0.334;0.81;0.0;0.158;-4.855;0.0632;151.643;4;0;0.306;9
3201;Intro : Persona;MAP OF THE SOUL : PERSONA;BTS;2019-04-12;171023;66;0.469;0.0278;0.469;0.87;0.0;0.313;-4.475;0.342;86.622;4;0;0.652;9
3202;Make You Feel My Love;19;Adele;2008-01-28;212040;0;0.325;0.91;0.325;0.18;0.000633;0.113;-10.647;0.0311;72.416;1;1;0.0997;10
3203;"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)";Music To Be Murdered By;Eminem;2020-01-17;286960;61;0.458;0.14;0.458;0.966;0.0;0.11;-2.107;0.384;183.586;4;1;0.356;1
3204;Used To;If You're Reading This It's Too Late;Drake;2015-02-12;268480;59;0.926;0.0703;0.926;0.427;0.000337;0.0818;-7.584;0.105;96.025;4;0;0.304;10
3205;Dope Niggaz (feat. Snoop Dogg);Tha Carter V;Lil Wayne;2018-09-28;205983;56;0.752;0.0401;0.752;0.709;0.0;0.0601;-5.053;0.28;84.974;4;1;0.644;9
3206;One More Light;One More Light;Linkin Park;2017-05-19;255066;71;0.593;0.904;0.593;0.2;0.0;0.0897;-11.063;0.0311;83.966;4;1;0.17;8
3207;Many Men;SAVAGE MODE II;21 Savage;2020-10-02;201856;68;0.635;0.000647;0.635;0.793;0.747;0.113;-4.333;0.0322;77.594;4;0;0.281;10
3208;STARING AT THE SKY;SKINS;XXXTENTACION;2018-12-07;85123;57;0.557;0.134;0.557;0.338;0.00184;0.14;-9.892;0.0257;140.935;4;1;0.689;5
3209;La Cama - Remix;La Cama (Remix);Lunay;2020-03-27;330240;71;0.737;0.12;0.737;0.832;0.0;0.255;-2.622;0.0798;173.986;4;0;0.865;2
